listing_id,id_customer,last_action_time,last_action,action_detail
18709924,5a86d723a810d6fad64f17752446e527ce137bbff44b11a9db9cda12f21178fe,2021-08-31 23:56:20.187000,tap add deposit,
18709951,8701d7efff97f7dd22c8e0b9ffd48355c2c6704f6dff97caee8b15241ed78d9a,2021-09-01 00:06:28.543000,create draft,women's coat
18709952,8701d7efff97f7dd22c8e0b9ffd48355c2c6704f6dff97caee8b15241ed78d9a,2021-09-01 00:08:20.139000,delete draft,
18709952,8701d7efff97f7dd22c8e0b9ffd48355c2c6704f6dff97caee8b15241ed78d9a,2021-09-01 00:08:16.443000,tap back button,
18709952,8701d7efff97f7dd22c8e0b9ffd48355c2c6704f6dff97caee8b15241ed78d9a,2021-09-01 00:08:12.595000,dismiss confirmation dialog,
18709952,8701d7efff97f7dd22c8e0b9ffd48355c2c6704f6dff97caee8b15241ed78d9a,2021-09-01 00:08:12.492000,submit deposit,
18709952,8701d7efff97f7dd22c8e0b9ffd48355c2c6704f6dff97caee8b15241ed78d9a,2021-09-01 00:08:12.396000,tap cta,confirm
18709952,8701d7efff97f7dd22c8e0b9ffd48355c2c6704f6dff97caee8b15241ed78d9a,2021-09-01 00:08:11.240000,open confirmation dialog,
18709952,8701d7efff97f7dd22c8e0b9ffd48355c2c6704f6dff97caee8b15241ed78d9a,2021-09-01 00:08:09.676000,confirm condition & price,
18709952,8701d7efff97f7dd22c8e0b9ffd48355c2c6704f6dff97caee8b15241ed78d9a,2021-09-01 00:07:55.616000,start condition & price,
18709952,8701d7efff97f7dd22c8e0b9ffd48355c2c6704f6dff97caee8b15241ed78d9a,2021-09-01 00:07:55.506000,tap cta,next
18709952,8701d7efff97f7dd22c8e0b9ffd48355c2c6704f6dff97caee8b15241ed78d9a,2021-09-01 00:07:54.059000,select condition,good condition
